Sample,N,I,S,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0.05,9939,497,9292,7601,1528,152,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.075,9939,745,8953,6623,2022,285,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,9939,994,8633,5812,2322,445,47,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.125,9939,1242,8274,5008,2563,602,91,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,9939,1491,7911,4334,2650,765,136,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.25,9939,2485,6464,2472,2445,1097,355,81,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,9939,99,9830,9440,385,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.025,9939,248,9671,8762,869,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05,9939,497,9384,7680,1541,151,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.075,9939,745,9085,6801,1970,277,35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,9939,994,8803,5968,2322,454,53,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.125,9939,1242,8522,5210,2569,631,100,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,9939,1491,8235,4546,2747,764,155,17,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.25,9939,2485,7072,2649,2557,1340,398,102,23,2,1,0,0,0,0,0,0,0,0,0,0,0,0
0.01,9939,99,9831,9422,397,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.025,9939,248,9669,8743,879,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05,9939,497,9384,7672,1557,146,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.075,9939,745,9103,6732,2027,310,31,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,9939,994,8820,5934,2319,493,65,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.125,9939,1242,8544,5162,2603,657,103,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,9939,1491,8268,4523,2746,819,150,26,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.25,9939,2485,7109,2686,2640,1253,423,89,14,3,1,0,0,0,0,0,0,0,0,0,0,0,0
